Voter_ID,County,Candidate
1715840,Jefferson,Charles Casper Stockham
1770375,Jefferson,Charles Casper Stockham
1836676,Jefferson,Charles Casper Stockham
1135426,Jefferson,Charles Casper Stockham
1257861,Jefferson,Charles Casper Stockham
1747758,Jefferson,Charles Casper Stockham
1555167,Jefferson,Charles Casper Stockham
1664996,Jefferson,Charles Casper Stockham
1221843,Jefferson,Charles Casper Stockham
1030534,Jefferson,Charles Casper Stockham
1968603,Jefferson,Charles Casper Stockham
1969306,Jefferson,Charles Casper Stockham
1203383,Jefferson,Charles Casper Stockham
1083951,Jefferson,Charles Casper Stockham
1624829,Jefferson,Charles Casper Stockham
1149509,Jefferson,Charles Casper Stockham
1595813,Jefferson,Charles Casper Stockham
1977881,Jefferson,Charles Casper Stockham
1424599,Jefferson,Charles Casper Stockham
1198278,Jefferson,Charles Casper Stockham
1881727,Jefferson,Charles Casper Stockham
1350616,Jefferson,Charles Casper Stockham
1841460,Jefferson,Charles Casper Stockham
1355784,Jefferson,Charles Casper Stockham
1769848,Jefferson,Charles Casper Stockham
1818383,Jefferson,Charles Casper Stockham
1187011,Jefferson,Charles Casper Stockham
1151108,Jefferson,Charles Casper Stockham
1624110,Jefferson,Charles Casper Stockham
1721513,Jefferson,Charles Casper Stockham
1908437,Jefferson,Charles Casper Stockham
1516123,Jefferson,Charles Casper Stockham
1936748,Jefferson,Charles Casper Stockham
1454824,Jefferson,Charles Casper Stockham
1500106,Jefferson,Charles Casper Stockham
1792491,Jefferson,Charles Casper Stockham
1024294,Jefferson,Charles Casper Stockham
1137500,Jefferson,Charles Casper Stockham
1534632,Jefferson,Charles Casper Stockham
1307407,Jefferson,Charles Casper Stockham
1461448,Jefferson,Charles Casper Stockham
1990526,Jefferson,Charles Casper Stockham
1421973,Jefferson,Charles Casper Stockham
1510334,Jefferson,Charles Casper Stockham
1454191,Jefferson,Charles Casper Stockham
1080087,Jefferson,Charles Casper Stockham
1984701,Jefferson,Charles Casper Stockham
1201774,Jefferson,Charles Casper Stockham
1798781,Jefferson,Charles Casper Stockham
1212340,Jefferson,Charles Casper Stockham
1340666,Jefferson,Charles Casper Stockham
1639571,Jefferson,Charles Casper Stockham
1276307,Jefferson,Charles Casper Stockham
1557865,Jefferson,Charles Casper Stockham
1740719,Jefferson,Charles Casper Stockham
1655485,Jefferson,Charles Casper Stockham
1916217,Jefferson,Charles Casper Stockham
1527052,Jefferson,Charles Casper Stockham
1012547,Jefferson,Charles Casper Stockham
1482189,Jefferson,Charles Casper Stockham
1550491,Jefferson,Charles Casper Stockham
1129835,Jefferson,Charles Casper Stockham
1696986,Jefferson,Charles Casper Stockham
1652386,Jefferson,Charles Casper Stockham
1999745,Jefferson,Charles Casper Stockham
1148362,Jefferson,Charles Casper Stockham
1670122,Jefferson,Charles Casper Stockham
1569410,Jefferson,Charles Casper Stockham
1716895,Jefferson,Charles Casper Stockham
1848448,Jefferson,Charles Casper Stockham
1554737,Jefferson,Charles Casper Stockham
1304024,Jefferson,Charles Casper Stockham
1582937,Jefferson,Charles Casper Stockham
1196678,Jefferson,Charles Casper Stockham
1996019,Jefferson,Charles Casper Stockham
1611981,Jefferson,Charles Casper Stockham
1446453,Jefferson,Charles Casper Stockham
1006613,Jefferson,Charles Casper Stockham
1097389,Jefferson,Charles Casper Stockham
1664361,Jefferson,Charles Casper Stockham
1227288,Jefferson,Charles Casper Stockham
1418307,Jefferson,Charles Casper Stockham
1074104,Jefferson,Charles Casper Stockham
1400119,Jefferson,Charles Casper Stockham
1825564,Jefferson,Charles Casper Stockham
1994963,Jefferson,Charles Casper Stockham
1561521,Jefferson,Charles Casper Stockham
1938184,Jefferson,Charles Casper Stockham
1057307,Jefferson,Charles Casper Stockham
1770098,Jefferson,Charles Casper Stockham
1282407,Jefferson,Charles Casper Stockham
1381089,Jefferson,Charles Casper Stockham
1691848,Jefferson,Charles Casper Stockham
1378511,Jefferson,Charles Casper Stockham
1302170,Jefferson,Charles Casper Stockham
1791456,Jefferson,Charles Casper Stockham
1406731,Jefferson,Charles Casper Stockham
1436508,Jefferson,Charles Casper Stockham
1900461,Jefferson,Charles Casper Stockham
1823528,Jefferson,Charles Casper Stockham
1529682,Jefferson,Charles Casper Stockham
1912903,Jefferson,Charles Casper Stockham
1029656,Jefferson,Charles Casper Stockham
1613151,Jefferson,Charles Casper Stockham
1928136,Jefferson,Charles Casper Stockham
1366457,Jefferson,Charles Casper Stockham
1623242,Jefferson,Charles Casper Stockham
1830853,Jefferson,Charles Casper Stockham
1494343,Jefferson,Charles Casper Stockham
1880341,Jefferson,Charles Casper Stockham
1524755,Jefferson,Charles Casper Stockham
1010806,Jefferson,Charles Casper Stockham
1368735,Jefferson,Charles Casper Stockham
1984217,Jefferson,Charles Casper Stockham
1587228,Jefferson,Charles Casper Stockham
1445587,Jefferson,Charles Casper Stockham
1050479,Jefferson,Charles Casper Stockham
1129390,Jefferson,Charles Casper Stockham
1378906,Jefferson,Charles Casper Stockham
1378668,Jefferson,Charles Casper Stockham
1086824,Jefferson,Charles Casper Stockham
1597420,Jefferson,Charles Casper Stockham
1855571,Jefferson,Charles Casper Stockham
1521117,Jefferson,Charles Casper Stockham
1721050,Jefferson,Charles Casper Stockham
1719319,Jefferson,Charles Casper Stockham
1223724,Jefferson,Charles Casper Stockham
1187290,Jefferson,Charles Casper Stockham
1998546,Jefferson,Charles Casper Stockham
1322198,Jefferson,Charles Casper Stockham
1555463,Jefferson,Charles Casper Stockham
1343246,Jefferson,Charles Casper Stockham
1567089,Jefferson,Charles Casper Stockham
1985311,Jefferson,Charles Casper Stockham
1167893,Jefferson,Charles Casper Stockham
1686706,Jefferson,Charles Casper Stockham
1095686,Jefferson,Charles Casper Stockham
1898947,Jefferson,Charles Casper Stockham
1891344,Jefferson,Charles Casper Stockham
1581189,Jefferson,Charles Casper Stockham
1335615,Jefferson,Charles Casper Stockham
1069823,Jefferson,Charles Casper Stockham
1495599,Jefferson,Charles Casper Stockham
1083555,Jefferson,Charles Casper Stockham
1320135,Jefferson,Charles Casper Stockham
1423228,Jefferson,Charles Casper Stockham
1300494,Jefferson,Charles Casper Stockham
1578447,Jefferson,Charles Casper Stockham
1020278,Jefferson,Charles Casper Stockham
1350623,Jefferson,Charles Casper Stockham
1769692,Jefferson,Charles Casper Stockham
1618962,Jefferson,Charles Casper Stockham
1952188,Jefferson,Charles Casper Stockham
1726150,Jefferson,Charles Casper Stockham
1337873,Jefferson,Charles Casper Stockham
1143194,Jefferson,Charles Casper Stockham
1625382,Jefferson,Charles Casper Stockham
1258188,Jefferson,Charles Casper Stockham
1127769,Jefferson,Charles Casper Stockham
1111925,Jefferson,Charles Casper Stockham
1695303,Jefferson,Charles Casper Stockham
1746732,Jefferson,Charles Casper Stockham
1202604,Jefferson,Charles Casper Stockham
1769330,Jefferson,Charles Casper Stockham
1047751,Jefferson,Charles Casper Stockham
1745646,Jefferson,Charles Casper Stockham
1931345,Jefferson,Charles Casper Stockham
1590533,Jefferson,Charles Casper Stockham
1588402,Jefferson,Charles Casper Stockham
1462729,Jefferson,Charles Casper Stockham
1071293,Jefferson,Charles Casper Stockham
1679251,Jefferson,Charles Casper Stockham
1726923,Jefferson,Charles Casper Stockham
1540685,Jefferson,Charles Casper Stockham
1816986,Jefferson,Charles Casper Stockham
1726661,Jefferson,Charles Casper Stockham
1274207,Jefferson,Charles Casper Stockham
1120764,Jefferson,Charles Casper Stockham
1967791,Jefferson,Charles Casper Stockham
1641441,Jefferson,Charles Casper Stockham
1043143,Jefferson,Charles Casper Stockham
1869988,Jefferson,Charles Casper Stockham
1408135,Jefferson,Charles Casper Stockham
1951536,Jefferson,Charles Casper Stockham
1969984,Jefferson,Charles Casper Stockham
1449018,Jefferson,Charles Casper Stockham
1953407,Jefferson,Charles Casper Stockham
1123998,Jefferson,Charles Casper Stockham
1890504,Jefferson,Charles Casper Stockham
1838570,Jefferson,Charles Casper Stockham
1480729,Jefferson,Charles Casper Stockham
1322842,Jefferson,Charles Casper Stockham
1636364,Jefferson,Charles Casper Stockham
1261020,Jefferson,Charles Casper Stockham
1237760,Jefferson,Charles Casper Stockham
1837626,Jefferson,Charles Casper Stockham
1313908,Jefferson,Charles Casper Stockham
1334155,Jefferson,Charles Casper Stockham
1609347,Jefferson,Charles Casper Stockham
1294281,Jefferson,Charles Casper Stockham
1609768,Jefferson,Charles Casper Stockham
1253113,Jefferson,Charles Casper Stockham
1819336,Jefferson,Charles Casper Stockham
1192847,Jefferson,Charles Casper Stockham
1255727,Jefferson,Charles Casper Stockham
1923877,Jefferson,Charles Casper Stockham
1949972,Jefferson,Charles Casper Stockham
1120329,Jefferson,Charles Casper Stockham
1531349,Jefferson,Charles Casper Stockham
1899138,Jefferson,Charles Casper Stockham
1229578,Jefferson,Charles Casper Stockham
1301985,Jefferson,Charles Casper Stockham
1130695,Jefferson,Charles Casper Stockham
1483525,Jefferson,Charles Casper Stockham
1160404,Jefferson,Charles Casper Stockham
1270313,Jefferson,Charles Casper Stockham
1591705,Jefferson,Charles Casper Stockham
1295339,Jefferson,Charles Casper Stockham
1403591,Jefferson,Charles Casper Stockham
1423472,Jefferson,Charles Casper Stockham
1314169,Jefferson,Charles Casper Stockham
1473022,Jefferson,Charles Casper Stockham
1093421,Jefferson,Charles Casper Stockham
1576171,Jefferson,Charles Casper Stockham
1861573,Jefferson,Charles Casper Stockham
1579725,Jefferson,Charles Casper Stockham
1315704,Jefferson,Charles Casper Stockham
1392207,Jefferson,Charles Casper Stockham
1105280,Jefferson,Charles Casper Stockham
1584067,Jefferson,Charles Casper Stockham
1967883,Jefferson,Charles Casper Stockham
1832136,Jefferson,Charles Casper Stockham
1343016,Jefferson,Charles Casper Stockham
1979718,Jefferson,Charles Casper Stockham
1288914,Jefferson,Charles Casper Stockham
1943335,Jefferson,Charles Casper Stockham
1846956,Jefferson,Charles Casper Stockham
1276994,Jefferson,Charles Casper Stockham
1702145,Jefferson,Charles Casper Stockham
1986949,Jefferson,Charles Casper Stockham
1547022,Jefferson,Charles Casper Stockham
1011479,Jefferson,Charles Casper Stockham
1881779,Jefferson,Charles Casper Stockham
1421106,Jefferson,Charles Casper Stockham
1061622,Jefferson,Charles Casper Stockham
1444797,Jefferson,Charles Casper Stockham
1565302,Jefferson,Charles Casper Stockham
1838275,Jefferson,Charles Casper Stockham
1909272,Jefferson,Charles Casper Stockham
1095852,Jefferson,Charles Casper Stockham
1472915,Jefferson,Charles Casper Stockham
1532720,Jefferson,Charles Casper Stockham
1901240,Jefferson,Charles Casper Stockham
1670403,Jefferson,Charles Casper Stockham
1253290,Jefferson,Charles Casper Stockham
1275329,Jefferson,Charles Casper Stockham
1495001,Jefferson,Charles Casper Stockham
1832211,Jefferson,Charles Casper Stockham
1013096,Jefferson,Charles Casper Stockham
1487980,Jefferson,Charles Casper Stockham
1046787,Jefferson,Charles Casper Stockham
1338271,Jefferson,Charles Casper Stockham
1942005,Jefferson,Charles Casper Stockham
1995687,Jefferson,Charles Casper Stockham
1127537,Jefferson,Charles Casper Stockham
1184119,Jefferson,Charles Casper Stockham
1303021,Jefferson,Charles Casper Stockham
1109394,Jefferson,Charles Casper Stockham
1241388,Jefferson,Charles Casper Stockham
1861568,Jefferson,Charles Casper Stockham
1467404,Jefferson,Charles Casper Stockham
1380660,Jefferson,Charles Casper Stockham
1649356,Jefferson,Charles Casper Stockham
1018488,Jefferson,Charles Casper Stockham
1985923,Jefferson,Charles Casper Stockham
1825376,Jefferson,Charles Casper Stockham
1430629,Jefferson,Charles Casper Stockham
1296922,Jefferson,Charles Casper Stockham
1851314,Jefferson,Charles Casper Stockham
1523064,Jefferson,Charles Casper Stockham
1808915,Jefferson,Charles Casper Stockham
1942400,Jefferson,Charles Casper Stockham
1305047,Jefferson,Charles Casper Stockham
1134128,Jefferson,Charles Casper Stockham
1239726,Jefferson,Charles Casper Stockham
1126623,Jefferson,Charles Casper Stockham
1627141,Jefferson,Charles Casper Stockham
1932140,Jefferson,Charles Casper Stockham
1029404,Jefferson,Charles Casper Stockham
1118975,Jefferson,Charles Casper Stockham
1535326,Jefferson,Charles Casper Stockham
1264895,Jefferson,Charles Casper Stockham
1466438,Jefferson,Charles Casper Stockham
1190683,Jefferson,Charles Casper Stockham
1994234,Jefferson,Charles Casper Stockham
1711794,Jefferson,Charles Casper Stockham
1953197,Jefferson,Charles Casper Stockham
1495389,Jefferson,Charles Casper Stockham
1639027,Jefferson,Charles Casper Stockham
1571378,Jefferson,Charles Casper Stockham
1962147,Jefferson,Charles Casper Stockham
1270768,Jefferson,Charles Casper Stockham
1789660,Jefferson,Charles Casper Stockham
1130975,Jefferson,Charles Casper Stockham
1961200,Jefferson,Charles Casper Stockham
1428185,Jefferson,Charles Casper Stockham
1899333,Jefferson,Charles Casper Stockham
1237978,Jefferson,Charles Casper Stockham
1182783,Jefferson,Charles Casper Stockham
1645063,Jefferson,Charles Casper Stockham
1001380,Jefferson,Charles Casper Stockham
1414234,Jefferson,Charles Casper Stockham
1299339,Jefferson,Charles Casper Stockham
1290896,Jefferson,Charles Casper Stockham
1651671,Jefferson,Charles Casper Stockham
1113522,Jefferson,Charles Casper Stockham
1662462,Jefferson,Charles Casper Stockham
1417151,Jefferson,Charles Casper Stockham
1536520,Jefferson,Charles Casper Stockham
1574292,Jefferson,Charles Casper Stockham
1858699,Jefferson,Charles Casper Stockham
1107568,Jefferson,Charles Casper Stockham
1429683,Jefferson,Charles Casper Stockham
1870197,Jefferson,Charles Casper Stockham
1308017,Jefferson,Charles Casper Stockham
1789211,Jefferson,Charles Casper Stockham
1016849,Jefferson,Charles Casper Stockham
1066673,Jefferson,Charles Casper Stockham
1477595,Jefferson,Charles Casper Stockham
1419253,Jefferson,Charles Casper Stockham
1444112,Jefferson,Charles Casper Stockham
1548175,Jefferson,Charles Casper Stockham
1389268,Jefferson,Charles Casper Stockham
1735243,Jefferson,Charles Casper Stockham
1667601,Jefferson,Charles Casper Stockham
1699118,Jefferson,Charles Casper Stockham
1570509,Jefferson,Charles Casper Stockham
1018997,Jefferson,Charles Casper Stockham
1365887,Jefferson,Charles Casper Stockham
1635558,Jefferson,Charles Casper Stockham
1310129,Jefferson,Charles Casper Stockham
1024682,Jefferson,Charles Casper Stockham
1498299,Jefferson,Charles Casper Stockham
1204015,Jefferson,Charles Casper Stockham
1206465,Jefferson,Charles Casper Stockham
1908118,Jefferson,Charles Casper Stockham
1077890,Jefferson,Charles Casper Stockham
1489342,Jefferson,Charles Casper Stockham
1638387,Jefferson,Charles Casper Stockham
1364104,Jefferson,Charles Casper Stockham
1661128,Jefferson,Charles Casper Stockham
1425856,Jefferson,Charles Casper Stockham
1570171,Jefferson,Charles Casper Stockham
1185919,Jefferson,Charles Casper Stockham
1940478,Jefferson,Charles Casper Stockham
1725726,Jefferson,Charles Casper Stockham
1280245,Jefferson,Charles Casper Stockham
1807326,Jefferson,Charles Casper Stockham
1654113,Jefferson,Charles Casper Stockham
1878492,Jefferson,Charles Casper Stockham
1930102,Jefferson,Charles Casper Stockham
1474912,Jefferson,Charles Casper Stockham
1028506,Jefferson,Charles Casper Stockham
1142938,Jefferson,Charles Casper Stockham
1154142,Jefferson,Charles Casper Stockham
1609904,Jefferson,Charles Casper Stockham
1721650,Jefferson,Charles Casper Stockham
1352439,Jefferson,Charles Casper Stockham
1634412,Jefferson,Charles Casper Stockham
1847892,Jefferson,Charles Casper Stockham
1767914,Jefferson,Charles Casper Stockham
1800169,Jefferson,Charles Casper Stockham
1021989,Jefferson,Charles Casper Stockham
1685318,Jefferson,Charles Casper Stockham
1591330,Jefferson,Charles Casper Stockham
1730692,Jefferson,Charles Casper Stockham
1379101,Jefferson,Charles Casper Stockham
1645941,Jefferson,Charles Casper Stockham
1726200,Jefferson,Charles Casper Stockham
1439065,Jefferson,Charles Casper Stockham
1218174,Jefferson,Charles Casper Stockham
1015734,Jefferson,Charles Casper Stockham
1697245,Jefferson,Charles Casper Stockham
1824909,Jefferson,Charles Casper Stockham
1229846,Jefferson,Charles Casper Stockham
1549214,Jefferson,Charles Casper Stockham
1717553,Jefferson,Charles Casper Stockham
1865377,Jefferson,Charles Casper Stockham
1762010,Jefferson,Charles Casper Stockham
1356344,Jefferson,Charles Casper Stockham
1444320,Jefferson,Charles Casper Stockham
1727735,Jefferson,Charles Casper Stockham
1107874,Jefferson,Charles Casper Stockham
1317997,Jefferson,Charles Casper Stockham
1760624,Jefferson,Charles Casper Stockham
1710133,Jefferson,Charles Casper Stockham
1772021,Jefferson,Charles Casper Stockham
1733565,Jefferson,Charles Casper Stockham
1012319,Jefferson,Charles Casper Stockham
1692850,Jefferson,Charles Casper Stockham
1765428,Jefferson,Charles Casper Stockham
1374483,Jefferson,Charles Casper Stockham
1527499,Jefferson,Charles Casper Stockham
1306653,Jefferson,Charles Casper Stockham
1164233,Jefferson,Charles Casper Stockham
1603379,Jefferson,Charles Casper Stockham
1996086,Jefferson,Charles Casper Stockham
1082319,Jefferson,Charles Casper Stockham
1659143,Jefferson,Charles Casper Stockham
1527231,Jefferson,Charles Casper Stockham
1791047,Jefferson,Charles Casper Stockham
1121014,Jefferson,Charles Casper Stockham
1930042,Jefferson,Charles Casper Stockham
1021284,Jefferson,Charles Casper Stockham
1481301,Jefferson,Charles Casper Stockham
1819744,Jefferson,Charles Casper Stockham
1884441,Jefferson,Charles Casper Stockham
1401287,Jefferson,Charles Casper Stockham
1197878,Jefferson,Charles Casper Stockham
1968677,Jefferson,Charles Casper Stockham
1082610,Jefferson,Charles Casper Stockham
1481599,Jefferson,Charles Casper Stockham
1482806,Jefferson,Charles Casper Stockham
1495195,Jefferson,Charles Casper Stockham
1141809,Jefferson,Charles Casper Stockham
1419757,Jefferson,Charles Casper Stockham
1790355,Jefferson,Charles Casper Stockham
1402911,Jefferson,Charles Casper Stockham
1774119,Jefferson,Charles Casper Stockham
1501889,Jefferson,Charles Casper Stockham
1337578,Jefferson,Charles Casper Stockham
1449541,Jefferson,Charles Casper Stockham
1716163,Jefferson,Charles Casper Stockham
1311872,Jefferson,Charles Casper Stockham
1515115,Jefferson,Charles Casper Stockham
1458840,Jefferson,Charles Casper Stockham
1950406,Jefferson,Charles Casper Stockham
1521363,Jefferson,Charles Casper Stockham
1016261,Jefferson,Charles Casper Stockham
1248093,Jefferson,Charles Casper Stockham
1132091,Jefferson,Charles Casper Stockham
1905090,Jefferson,Charles Casper Stockham
1897709,Jefferson,Charles Casper Stockham
1804133,Jefferson,Charles Casper Stockham
1472822,Jefferson,Charles Casper Stockham
1224841,Jefferson,Charles Casper Stockham
1269351,Jefferson,Charles Casper Stockham
1697636,Jefferson,Charles Casper Stockham
1666871,Jefferson,Charles Casper Stockham
1369718,Jefferson,Charles Casper Stockham
1172395,Jefferson,Charles Casper Stockham
1873099,Jefferson,Charles Casper Stockham
1988530,Jefferson,Charles Casper Stockham
1416461,Jefferson,Charles Casper Stockham
1075357,Jefferson,Charles Casper Stockham
1603674,Jefferson,Charles Casper Stockham
1560960,Jefferson,Charles Casper Stockham
1406899,Jefferson,Charles Casper Stockham
1889389,Jefferson,Charles Casper Stockham
1320634,Jefferson,Charles Casper Stockham
1509363,Jefferson,Charles Casper Stockham
1229425,Jefferson,Charles Casper Stockham
1751248,Jefferson,Charles Casper Stockham
1649478,Jefferson,Charles Casper Stockham
1217097,Jefferson,Charles Casper Stockham
1331130,Jefferson,Charles Casper Stockham
1588992,Jefferson,Charles Casper Stockham
1694060,Jefferson,Charles Casper Stockham
1024983,Jefferson,Charles Casper Stockham
1581463,Jefferson,Charles Casper Stockham
1857475,Jefferson,Charles Casper Stockham
1106932,Jefferson,Charles Casper Stockham
1197209,Jefferson,Charles Casper Stockham
1844317,Jefferson,Charles Casper Stockham
1158972,Jefferson,Charles Casper Stockham
1479234,Jefferson,Charles Casper Stockham
1245954,Jefferson,Charles Casper Stockham
1807490,Jefferson,Charles Casper Stockham
1246906,Jefferson,Charles Casper Stockham
1663735,Jefferson,Charles Casper Stockham
1571264,Jefferson,Charles Casper Stockham
1219676,Jefferson,Charles Casper Stockham
1141481,Jefferson,Charles Casper Stockham
1757937,Jefferson,Charles Casper Stockham
1382133,Jefferson,Charles Casper Stockham
1972551,Jefferson,Charles Casper Stockham
1666838,Jefferson,Charles Casper Stockham
1071576,Jefferson,Charles Casper Stockham
1341723,Jefferson,Charles Casper Stockham
1327109,Jefferson,Charles Casper Stockham
1716278,Jefferson,Charles Casper Stockham
1748101,Jefferson,Charles Casper Stockham
1548106,Jefferson,Charles Casper Stockham
1976343,Jefferson,Charles Casper Stockham
1729544,Jefferson,Charles Casper Stockham
1884772,Jefferson,Charles Casper Stockham
1396463,Jefferson,Charles Casper Stockham
1944703,Jefferson,Charles Casper Stockham
1960223,Jefferson,Charles Casper Stockham
1282204,Jefferson,Charles Casper Stockham
1561729,Jefferson,Charles Casper Stockham
1879927,Jefferson,Charles Casper Stockham
1006388,Jefferson,Charles Casper Stockham
1492059,Jefferson,Charles Casper Stockham
1999022,Jefferson,Charles Casper Stockham
1619923,Jefferson,Charles Casper Stockham
1889926,Jefferson,Charles Casper Stockham
1334039,Jefferson,Charles Casper Stockham
1015610,Jefferson,Charles Casper Stockham
1493461,Jefferson,Charles Casper Stockham
1600553,Jefferson,Charles Casper Stockham
1019192,Jefferson,Charles Casper Stockham
1517327,Jefferson,Charles Casper Stockham
1456026,Jefferson,Charles Casper Stockham
1636398,Jefferson,Charles Casper Stockham
1103310,Jefferson,Charles Casper Stockham
1136568,Jefferson,Charles Casper Stockham
1244882,Jefferson,Charles Casper Stockham
1391642,Jefferson,Charles Casper Stockham
1413846,Jefferson,Charles Casper Stockham
1867288,Jefferson,Charles Casper Stockham
1796733,Jefferson,Charles Casper Stockham
1638732,Jefferson,Charles Casper Stockham
1026594,Jefferson,Charles Casper Stockham
1456233,Jefferson,Charles Casper Stockham
1684553,Jefferson,Charles Casper Stockham
1391340,Jefferson,Charles Casper Stockham
1449669,Jefferson,Charles Casper Stockham
1073702,Jefferson,Charles Casper Stockham
1651790,Jefferson,Charles Casper Stockham
1701282,Jefferson,Charles Casper Stockham
1906455,Jefferson,Charles Casper Stockham
1067368,Jefferson,Charles Casper Stockham
1715197,Jefferson,Charles Casper Stockham
1001799,Jefferson,Charles Casper Stockham
1205688,Jefferson,Charles Casper Stockham
1012672,Jefferson,Charles Casper Stockham
1472173,Jefferson,Charles Casper Stockham
1565536,Jefferson,Charles Casper Stockham
1324405,Jefferson,Charles Casper Stockham
1868405,Jefferson,Charles Casper Stockham
1901862,Jefferson,Charles Casper Stockham
1371047,Jefferson,Charles Casper Stockham
1716026,Jefferson,Charles Casper Stockham
1367802,Jefferson,Charles Casper Stockham
1562699,Jefferson,Charles Casper Stockham
1741194,Jefferson,Charles Casper Stockham
1758000,Jefferson,Charles Casper Stockham
1383457,Jefferson,Charles Casper Stockham
1092192,Jefferson,Charles Casper Stockham
1138623,Jefferson,Charles Casper Stockham
1865359,Jefferson,Charles Casper Stockham
1572649,Jefferson,Charles Casper Stockham
1588837,Jefferson,Charles Casper Stockham
1054678,Jefferson,Charles Casper Stockham
1349235,Jefferson,Charles Casper Stockham
1496437,Jefferson,Charles Casper Stockham
1219096,Jefferson,Charles Casper Stockham
1281410,Jefferson,Charles Casper Stockham
1233076,Jefferson,Charles Casper Stockham
1435423,Jefferson,Charles Casper Stockham
1052746,Jefferson,Charles Casper Stockham
1718517,Jefferson,Charles Casper Stockham
1881149,Jefferson,Charles Casper Stockham
1070673,Jefferson,Charles Casper Stockham
1686740,Jefferson,Charles Casper Stockham
1925123,Jefferson,Charles Casper Stockham
1451649,Jefferson,Charles Casper Stockham
1234826,Jefferson,Charles Casper Stockham
1696856,Jefferson,Charles Casper Stockham
1074415,Jefferson,Charles Casper Stockham
1500738,Jefferson,Charles Casper Stockham
1798073,Jefferson,Charles Casper Stockham
1385642,Jefferson,Charles Casper Stockham
1959310,Jefferson,Charles Casper Stockham
1191136,Jefferson,Charles Casper Stockham
1350417,Jefferson,Charles Casper Stockham
1914580,Jefferson,Charles Casper Stockham
1933446,Jefferson,Charles Casper Stockham
1011347,Jefferson,Charles Casper Stockham
1741976,Jefferson,Charles Casper Stockham
1995100,Jefferson,Charles Casper Stockham
1680694,Jefferson,Charles Casper Stockham
1269638,Jefferson,Charles Casper Stockham
1979247,Jefferson,Charles Casper Stockham
1067252,Jefferson,Charles Casper Stockham
1955497,Jefferson,Charles Casper Stockham
1380047,Jefferson,Charles Casper Stockham
1317855,Jefferson,Charles Casper Stockham
1084300,Jefferson,Charles Casper Stockham
1214104,Jefferson,Charles Casper Stockham
1191437,Jefferson,Charles Casper Stockham
1157254,Jefferson,Charles Casper Stockham
1911302,Jefferson,Charles Casper Stockham
1447646,Jefferson,Charles Casper Stockham
